Report runtime: June 11th 242024, 4:42:22 pm,,,,,,The Port Authority of New York and New Jersey
User: aanantharajah,,,,,,,TRN-201 Transaction Research
 
Parameters for this report
Plazas: All,Lanes: All,Lane State: All,Special/Escort: All,Charged Class: All,Tag Class: All,Tag Agency: All,Tag: None,AVC Class: All,Speed: All,Mismatch Flag: All,Plan Type: All,Recon Type: All,Revenue Type: All,Plate State: All,Plate: None,Plate Type: All,Hide/Show Plate Data Column: Hide,Start Date: 06/11/2024,Start Time: 12:00 pm,End Date: 06/11/2024,End Time: 3:00 pm,Recon Code: All,Hot List Reason: All,Transaction Flag: All,Resolution: All,Single Tag Only: No,Flush Converted Only: No,Tag Protocols: All

Transaction Research
,,,,,,,Lane Config,,,,Transaction,,,,,,Tag,,,,,,Class,,,,Axles,,,,,,,,,,Revenue,,,,,,Hot List,,Processing,,,,,ATRN File,,,,,,,Reconciliation,,,,
LT,6,06/11/2024 14:54:52.265, ,6,x,x,O,U,U,Y,1548035428,Norm,N,Y,1,15,-, , , ,-, , , , , , ,N, , ,157,192,484,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:54:52.835, ,6,x,x,O,U,U,Y,1548035418,Norm,N,Y,1,22,-, , , ,-, , , , , , ,N, , ,156,177,469,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:54:54.773,06/11/2024 14:54:54.572,6,x,x,O,U,U,Y,1548033856,Norm,N,Y,1,22,022-10647806,V, ,Y,IAG,39, ,1,72, , ,N,2, ,161,181,462,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:54:56.505,06/11/2024 14:54:56.175,6,x,x,O,U,U,Y,1548033882,Norm,N,Y,1,21,004-06329823,V, ,Y,IAG,32, ,1,72, , ,N,2, ,183,199,588,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:54:58.355, ,6,x,x,O,U,U,Y,1548035461,Norm,N,Y,1,19,-, , , ,-, , , , , , ,N, , ,185,168,481,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:55:01.342,06/11/2024 14:55:01.134,6,x,x,O,U,U,Y,1548033938,Norm,N,Y,1,17,008-15170153,V, ,Y,IAG,44, ,1,72, , ,N,2, ,138,175,493,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:55:03.257,06/11/2024 14:55:03.039,6,x,x,O,U,U,Y,1548033948,Norm,N,Y,1,18,008-14638191,V, ,Y,IAG,35, ,1,72, , ,N,2, ,155,174,456,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:55:05.704,06/11/2024 14:55:05.511,6,x,x,O,U,U,Y,1548033970,Norm,N,Y,1,19,022-11959803,V, ,Y,IAG,45, ,1,72, , ,N,2, ,138,199,503,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:55:07.622,06/11/2024 14:55:07.460,6,x,x,O,U,U,Y,1548033986,Norm,N,Y,1,19,008-15731706,V, ,Y,IAG,34, ,1,72, , ,N,2, ,160,174,454,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:55:10.693,06/11/2024 14:55:10.374,6,x,x,O,U,U,Y,1548034001,Norm,N,Y,1,19,008-09064612,V, ,Y,IAG,34, ,1,72, , ,N,2, ,164,200,507,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,2,06/11/2024 14:55:13.234, ,6,x,x,O,U,U,Y,1548035617,Norm,N,Y,1,21,-, , , ,-, , , , , , ,N, , ,270,217,770,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:55:13.321,06/11/2024 14:55:13.103,6,x,x,O,U,U,Y,1548034034,Norm,N,Y,1,19,005-04404468,V,C,Y,IAG,39, ,1,72, , ,N,2, ,163,167,483,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:55:28.475, ,6,x,x,O,U,U,Y,1548035751,Norm,N,Y,1,31,-, , , ,-, , , , , , ,N, , ,174,202,512,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:55:31.951,06/11/2024 14:55:31.695,6,x,x,O,U,U,Y,1548034170,Norm,N,Y,1,25,008-14982978,I,C,N,IAG,24, ,1,72, , ,N,2, ,139,205,494,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:55:33.414,06/11/2024 14:55:33.181,6,x,x,O,U,U,Y,1548034181,Norm,N,Y,1,25,022-08915588,B,C,Y,IAG,28, ,1,72, , ,N,2, ,143,179,513,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:55:35.270,06/11/2024 14:55:35.102,6,x,x,O,U,U,Y,1548034189,Norm,N,Y,1,23,004-05975593,V, ,Y,IAG,39, ,1,72, , ,N,2, ,137,161,475,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:55:36.457,06/11/2024 14:55:36.314,6,x,x,O,U,U,Y,1548034201,Norm,N,Y,1,28,022-09008780,V,C,Y,IAG,20, ,1,72, , ,N,2, ,138,177,497,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:55:37.259,06/11/2024 14:55:37.139,6,x,x,O,U,U,Y,1548034207,Norm,N,Y,1,22,006-06026420,V, ,Y,IAG,38, ,1,72, , ,N,2, ,139,177,467,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:55:38.445,06/11/2024 14:55:38.191,6,x,x,O,U,U,Y,1548034216,Norm,N,Y,1,26,022-16267995,V, ,Y,IAG,19, ,1,200, , ,N,2, ,190,189,601,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:55:40.388,06/11/2024 14:55:40.170,6,x,x,O,U,U,Y,1548034225,Norm,N,Y,1,24,022-13441047,V, ,Y,IAG,24, ,1,72, , ,N,2, ,172,185,512,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:55:42.753,06/11/2024 14:55:42.525,6,x,x,O,U,U,Y,1548034238,Norm,N,Y,1,24,016-05972306,V, ,Y,IAG,19, ,1,72, , ,N,2, ,174,177,461,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:55:45.069,06/11/2024 14:55:44.797,6,x,x,O,U,U,Y,1548034265,Norm,N,Y,1,22,008-15764158,V,C,Y,IAG,37, ,1,72, , ,N,2, ,167,202,516,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:55:45.096,06/11/2024 14:55:44.974,6,x,x,O,U,U,Y,1548034251,Norm,N,Y,1,39,022-15206086,I, ,N,IAG,9, ,1,72, , ,N,2, ,139,186,470,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:55:47.487,06/11/2024 14:55:47.277,6,x,x,O,U,U,Y,1548034295,Norm,N,Y,1,20,064-14485255,I, ,N,6C,7, ,1,0, , ,N,0, ,168,183,535,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:55:47.487,06/11/2024 14:55:47.181,6,x,x,O,U,U,Y,1548034295,Norm,N,Y,1,20,008-14205099,V, ,Y,IAG,17, ,1,72, , ,N,2, ,168,183,535,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:55:52.127,06/11/2024 14:55:51.838,6,x,x,O,U,U,Y,1548034339,Norm,N,Y,1,20,005-04258878,B, ,Y,IAG,39, ,1,72, , ,N,2, ,169,197,511,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:55:56.040,06/11/2024 14:55:55.759,6,x,x,O,U,U,Y,1548034376,Norm,N,Y,1,17,008-16260238,V, ,Y,IAG,41, ,1,72, , ,N,2, ,171,173,479,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:55:58.390,06/11/2024 14:55:58.180,6,x,x,O,U,U,Y,1548034391,Norm,N,Y,1,17,022-13404285,V, ,Y,IAG,48, ,1,72, , ,N,2, ,164,172,508,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:55:59.646,06/11/2024 14:55:59.540,6,x,x,O,U,U,Y,1548034385,Norm,N,Y,1,31,008-13118798,V,C,Y,IAG,23, ,1,72, , ,N,2, ,164,176,508,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:56:00.238, ,6,x,x,O,U,U,Y,1548036404,Norm,N,Y,1,18,-, , , ,-, , , , , , ,N, , ,251,216,660,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:56:02.266,06/11/2024 14:56:02.057,6,x,x,O,U,U,Y,1548034434,Norm,N,Y,1,17,008-13945768,V, ,Y,IAG,17, ,1,72, , ,N,2, ,160,197,480,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:03.127,06/11/2024 14:56:02.953,6,x,x,O,U,U,Y,1548034423,Norm,N,Y,1,30,022-10492662,B, ,Y,IAG,23, ,1,72, , ,N,2, ,171,196,504,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:56:05.678, ,6,x,x,O,U,U,Y,1548036450,Norm,N,Y,1,17,-, , , ,-, , , , , , ,N, , ,187,194,579,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:56:07.510, ,6,x,x,O,U,U,Y,1548036467,Norm,N,Y,1,17,-, , , ,-, , , , , , ,N, , ,158,172,456,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:08.766,06/11/2024 14:56:08.552,6,x,x,O,U,U,Y,1548034475,Norm,N,Y,1,34,086-00156641,V, ,Y,IAG,18, ,1,72, , ,N,2, ,169,182,517,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:56:09.789,06/11/2024 14:56:09.538,6,x,x,O,U,U,Y,1548034506,Norm,N,Y,1,20,022-15576091,V, ,Y,IAG,33, ,1,72, , ,N,2, ,169,182,506,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:56:11.196,06/11/2024 14:56:10.878,6,x,x,O,U,U,Y,1548034529,Norm,N,Y,1,20,008-10089618,V, ,Y,IAG,34, ,1,72, , ,N,2, ,172,202,580,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:56:13.649,06/11/2024 14:56:13.423,6,x,x,O,U,U,Y,1548034554,Norm,N,Y,1,20,008-10818158,V, ,Y,IAG,38, ,1,72, , ,N,2, ,179,193,486,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:14.803, ,6,x,x,O,U,U,Y,1548036518,Norm,N,Y,1,31,-, , , ,-, , , , , , ,N, , ,141,182,497,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:56:15.314,06/11/2024 14:56:15.168,6,x,x,O,U,U,Y,1548034580,Norm,N,Y,1,20,022-15911596,V, ,Y,IAG,50, ,1,72, , ,N,2, ,145,186,403,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:16.880, ,6,x,x,O,U,U,Y,1548036534,Norm,N,Y,1,27,-, , , ,-, , , , , , ,N, , ,150,191,447,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:56:17.747,06/11/2024 14:56:17.492,6,x,x,O,U,U,Y,1548034597,Norm,N,Y,1,18,022-12046519,V, ,Y,IAG,36, ,1,72, , ,N,2, ,155,192,453,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:19.965, ,6,x,x,O,U,U,Y,1548036576,Norm,N,Y,1,23,-, , , ,-, , , , , , ,N, , ,134,194,473,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:56:20.336, ,6,x,x,O,U,U,Y,1548036593,Norm,N,Y,1,17,-, , , ,-, , , , , , ,N, , ,171,200,496,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:22.400,06/11/2024 14:56:22.177,6,x,x,O,U,U,Y,1548034648,Norm,N,Y,1,19,022-11917828,V,C,Y,IAG,36, ,1,72, , ,N,2, ,138,174,468,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:56:22.626,06/11/2024 14:56:22.310,6,x,x,O,U,U,Y,1548034658,Norm,N,Y,1,17,008-14807070,V, ,Y,IAG,41, ,1,72, , ,N,2, ,188,221,600,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:24.095,06/11/2024 14:56:23.898,6,x,x,O,U,U,Y,1548034667,Norm,N,Y,1,18,008-09235561,V, ,Y,IAG,38, ,1,72, , ,N,2, ,156,170,443,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:25.396,06/11/2024 14:56:25.215,6,x,x,O,U,U,Y,1548034674,Norm,N,Y,1,18,005-02673544,U, ,N,IAG,40, ,1,72, , ,N,2, ,139,194,502,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:56:25.748, ,6,x,x,O,U,U,Y,1548036649,Norm,N,Y,1,18,-, , , ,-, , , , , , ,N, , ,179,205,527,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:27.264,06/11/2024 14:56:27.070,6,x,x,O,U,U,Y,1548034699,Norm,N,Y,1,18,008-14893567,V, ,Y,IAG,31, ,1,72, , ,N,2, ,138,185,460,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:56:28.957, ,6,x,x,O,U,U,Y,1548036673,Norm,N,Y,1,17,-, , , ,-, , , , , , ,N, , ,251,212,564,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:29.498,06/11/2024 14:56:29.313,6,x,x,O,U,U,Y,1548034724,Norm,N,Y,1,19,022-12482574,V, ,Y,IAG,37, ,1,72, , ,N,2, ,168,195,502,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:56:30.668, ,6,x,x,O,U,U,Y,1548036676,Norm,N,Y,1,19,-, , , ,-, , , , , , ,N, , ,227,187,576,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:31.853, ,6,x,x,O,U,U,Y,1548036703,Norm,N,Y,1,18,-, , , ,-, , , , , , ,N, , ,188,197,590,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:56:33.178,06/11/2024 14:56:32.927,6,x,x,O,U,U,Y,1548034766,Norm,N,Y,1,18,008-10287752,B, ,Y,IAG,26, ,1,72, , ,N,2, ,138,196,494,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,2,06/11/2024 14:56:33.769, ,6,x,x,O,U,U,Y,1548036708,Norm,N,Y,1,20,-, , , ,-, , , , , , ,Y, , ,336,271,1420,0,4,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:33.973,06/11/2024 14:56:33.823,6,x,x,O,U,U,Y,1548034767,Norm,N,Y,1,20,008-15359332,I, ,N,IAG,35, ,1,72, , ,N,2, ,150,169,449,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:56:35.765, ,6,x,x,O,U,U,Y,1548036726,Norm,N,Y,1,19,-, , , ,-, , , , , , ,N, , ,165,190,494,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:37.874, ,6,x,x,O,U,U,Y,1548036769,Norm,N,Y,1,14,-, , , ,-, , , , , , ,N, , ,167,194,527,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:40.128,06/11/2024 14:56:39.892,6,x,x,O,U,U,Y,1548034871,Norm,N,Y,1,15,022-12670222,V,S,Y,IAG,50, ,1,72, , ,N,2, ,138,177,508,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:56:41.533, ,6,x,x,O,U,U,Y,1548036817,Norm,N,Y,1,14,-, , , ,-, , , , , , ,N, , ,136,179,470,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:43.976, ,6,x,x,O,U,U,Y,1548036820,Norm,N,Y,1,16,-, , , ,-, , , , , , ,N, , ,161,196,478,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:47.634, ,6,x,x,O,U,U,Y,1548036843,Norm,N,Y,1,16,-, , , ,-, , , , , , ,N, , ,134,195,477,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:49.401,06/11/2024 14:56:49.089,6,x,x,O,U,U,Y,1548034942,Norm,N,Y,1,17,008-11706414,V,C,N,IAG,17, ,1,72, , ,N,2, ,140,182,505,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:49.401,06/11/2024 14:56:49.221,6,x,x,O,U,U,Y,1548034942,Norm,N,Y,1,17,022-13755645,V,SC,Y,IAG,4, ,1,72, , ,N,2, ,140,182,505,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:56:53.618, ,6,x,x,O,U,U,Y,1548036906,Norm,N,Y,1,17,-, , , ,-, , , , , , ,N, , ,244,184,599,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:56:55.765,06/11/2024 14:56:55.563,6,x,x,O,U,U,Y,1548034981,Norm,N,Y,1,27,008-13655339,V, ,Y,IAG,16, ,1,72, , ,N,2, ,190,193,586,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:00.714,06/11/2024 14:57:00.610,6,x,x,O,U,U,Y,1548035031,Norm,N,Y,1,25,008-09918671,V, ,Y,IAG,32, ,1,72, , ,N,2, ,162,182,476,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:57:02.119, ,6,x,x,O,U,U,Y,1548036954,Norm,N,Y,1,33,-, , , ,-, , , , , , ,N, , ,160,177,462,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:02.713,06/11/2024 14:57:02.537,6,x,x,O,U,U,Y,1548035048,Norm,N,Y,1,23,006-06081355,V, ,Y,IAG,21, ,1,264, , ,N,2, ,164,189,474,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:57:03.422,06/11/2024 14:43:09.004,0,x,x,O,U,U,Y,1548033030,Spur,N,Y,1,0,022-16409359,B, ,N,IAG,24, ,1,266, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.422,06/11/2024 14:43:11.822,0,x,x,O,U,U,Y,1548033035,Spur,N,Y,1,0,086-00127610,V, ,N,IAG,29, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:57:03.422,06/11/2024 14:43:21.717,0,x,x,O,U,U,Y,1548033037,Spur,N,Y,1,0,022-13627589,V, ,N,IAG,34, ,2,523, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.422,06/11/2024 14:43:23.042,0,x,x,O,U,U,Y,1548033039,Spur,N,Y,1,0,004-08530001,V, ,N,IAG,37, ,1,522, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.422,06/11/2024 14:43:27.757,0,x,x,O,U,U,Y,1548033041,Spur,N,Y,1,0,008-12751875,V, ,N,IAG,36, ,1,522, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.422,06/11/2024 14:43:30.942,0,x,x,O,U,U,Y,1548033043,Spur,N,Y,1,0,004-08806621,V, ,N,IAG,36, ,2,523, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:57:03.423,06/11/2024 14:43:31.758,0,x,x,O,U,U,Y,1548033045,Spur,N,Y,1,0,008-15949398,V, ,N,IAG,15, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.423,06/11/2024 14:43:35.298,0,x,x,O,U,U,Y,1548033047,Spur,N,Y,1,0,010-05334793,U, ,N,IAG,4, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.423,06/11/2024 14:43:38.307,0,x,x,O,U,U,Y,1548033049,Spur,N,Y,1,0,008-14040199,B, ,N,IAG,53, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.423,06/11/2024 14:43:57.943,0,x,x,O,U,U,Y,1548033051,Spur,N,Y,1,0,086-00141241,V, ,N,IAG,22, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:57:03.423,06/11/2024 14:44:02.717,0,x,x,O,U,U,Y,1548033053,Spur,N,Y,1,0,008-08384466,V, ,N,IAG,35, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.423,06/11/2024 14:44:05.226,0,x,x,O,U,U,Y,1548033055,Spur,N,Y,1,0,022-16380641,V, ,N,IAG,48, ,1,264, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:57:03.423,06/11/2024 14:44:05.255,0,x,x,O,U,U,Y,1548033058,Spur,N,Y,1,0,008-09189153,V, ,N,IAG,30, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.423,06/11/2024 14:44:11.023,0,x,x,O,U,U,Y,1548033061,Spur,N,Y,1,0,006-05125029,V, ,N,IAG,40, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:57:03.423,06/11/2024 14:44:11.935,0,x,x,O,U,U,Y,1548033064,Spur,N,Y,1,0,004-12806125,V, ,N,IAG,34, ,1,266, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:57:03.423,06/11/2024 14:44:14.959,0,x,x,O,U,U,Y,1548033066,Spur,N,Y,1,0,022-10080065,V, ,N,IAG,38, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.423,06/11/2024 14:44:14.776,0,x,x,O,U,U,Y,1548033068,Spur,N,Y,1,0,008-15237693,V, ,N,IAG,38, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.423,06/11/2024 14:44:20.661,0,x,x,O,U,U,Y,1548033070,Spur,N,Y,1,0,005-03729369,V, ,N,IAG,54, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.423,06/11/2024 14:44:40.686,0,x,x,O,U,U,Y,1548033072,Spur,N,Y,1,0,005-03545447,V,C,N,IAG,45, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:57:03.423,06/11/2024 14:44:41.657,0,x,x,O,U,U,Y,1548033074,Spur,N,Y,1,0,008-10286316,V, ,N,IAG,20, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.423,06/11/2024 14:44:46.542,0,x,x,O,U,U,Y,1548033077,Spur,N,Y,1,0,008-12474040,V, ,N,IAG,40, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.423,06/11/2024 14:44:50.316,0,x,x,O,U,U,Y,1548033080,Spur,N,Y,1,0,006-06047864,I, ,N,IAG,53, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.423,06/11/2024 14:44:52.494,0,x,x,O,U,U,Y,1548033082,Spur,N,Y,1,0,022-09121270,B, ,N,IAG,31, ,1,266, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:57:03.423,06/11/2024 14:44:53.509,0,x,x,O,U,U,Y,1548033084,Spur,N,Y,1,0,008-12889038,V, ,N,IAG,39, ,1,266, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.424,06/11/2024 14:44:54.576,0,x,x,O,U,U,Y,1548033086,Spur,N,Y,1,0,022-15659872,V, ,N,IAG,28, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.424,06/11/2024 14:44:57.232,0,x,x,O,U,U,Y,1548033088,Spur,N,Y,1,0,005-04950812,V,S,N,IAG,34, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.424,06/11/2024 14:45:00.123,0,x,x,O,U,U,Y,1548033091,Spur,N,Y,1,0,008-10690435,V, ,N,IAG,44, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:57:03.424,06/11/2024 14:45:06.920,0,x,x,O,U,U,Y,1548033093,Spur,N,Y,1,0,006-11268680,V, ,N,IAG,44, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.424,06/11/2024 14:45:10.562,0,x,x,O,U,U,Y,1548033095,Spur,N,Y,1,0,016-04242631,V, ,N,IAG,39, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,4,06/11/2024 14:57:03.424,06/11/2024 14:45:12.018,0,x,x,O,U,U,Y,1548033097,Spur,N,Y,1,0,008-08758725,V, ,N,IAG,39, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
LT,6,06/11/2024 14:57:03.424,06/11/2024 14:45:17.492,0,x,x,O,U,U,Y,1548033099,Spur,N,Y,1,0,008-16108633,V, ,N,IAG,43, ,1,72, , ,N,2, ,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
